comparison,comparison_label,assay_id,uniprot_id,selection_type,retained_cnap_difference,limiting_deleterious_prevalence,reverse_retained_cnap_difference,deleterious_count,functional_count
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,Activity,0.08039098003878314,0.01,-0.22170956813657056,396,241
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,NPC1_HUMAN_Erwood_2022_RPE1,NPC1_HUMAN,Activity,0.0884069586250813,0.01,-0.3475968473821989,30,33
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,Expression,-0.08671187719338047,0.4575812064629159,0.021826455800281468,940,1904
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,Stability,0.02174996685783797,0.01,-0.15731866609002226,593,426
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Stability,-0.14569706343913522,0.03502436958681669,-0.010362442761217006,477,736
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Stability,-0.32553650699939474,0.24941299537117248,0.18132649548897398,200,435
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,Activity,0.0005987738191355176,0.01,-0.01926436329543374,281,6115
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,Expression,-0.036374528230517206,0.23310690594670996,0.013951152471182632,1329,5440
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,OrganismalFitness,-0.006741014933688838,0.9,-0.10184102884681875,1866,5601
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,OrganismalFitness,-0.013031841063702032,0.9,-0.03828364527052863,1392,6075
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,P53_HUMAN_Kotler_2018,P53_HUMAN,OrganismalFitness,0.08051887820104131,0.9,-0.1965253574980091,427,621
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,P84126_THETH_Chan_2017,P84126_THETH,OrganismalFitness,-0.09844308721467515,0.06639061414417483,0.025766477207215366,837,682
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,PABP_YEAST_Melamed_2013,PABP_YEAST,OrganismalFitness,-0.004450227300133031,0.01,-0.08181014418251453,279,908
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Stability,-0.013038924810421237,0.9,-0.0010254275874577168,343,958
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,POLG_HCVJF_Qi_2014,POLG_HCVJF,OrganismalFitness,-0.5991404047366324,0.9,0.19418677338028767,912,718
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Stability,0.005387001823497792,0.01,-0.07701680311478222,254,741
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Activity,0.06995191041430981,0.9,-0.18664342150312224,2059,7517
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Expression,-0.10262642419269452,0.9,-0.03722168274302402,3328,5428
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Stability,0.04003279289522105,0.01,-0.11655041624471424,299,920
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,Activity,-0.061670049803113525,0.06753308112737787,0.015323477723672152,1881,5379
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,OrganismalFitness,-0.48038435934104184,0.9,0.018931636672864613,6709,6020
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,Q59976_STRSQ_Romero_2015,Q59976_STRSQ,Activity,0.03131766371678779,0.9,-0.05538333852059857,1024,1975
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Activity,-0.0025187123528293276,0.6465647668352553,5.228465682316518e-05,215,986
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,R1AB_SARS2_Flynn_2022,R1AB_SARS2,OrganismalFitness,0.056693639858800673,0.01,-0.29085564645077283,1966,3759
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RASH_HUMAN_Bandaru_2017,RASH_HUMAN,Activity,0.07034474432910055,0.01,-0.16261878332802904,955,2179
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RDRP_I33A0_Li_2023,RDRP_I33A0,OrganismalFitness,0.007295251374095453,0.01,-0.30913743224835427,8785,3218
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,Stability,0.0297966249794056,0.01,-0.08098534360699877,235,886
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RL40A_YEAST_Mavor_2016,RL40A_YEAST,OrganismalFitness,0.01862845255619932,0.01,-0.22910844795222768,393,860
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,OrganismalFitness,0.04684876773308092,0.01,-0.2586788791957453,437,758
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RL40A_YEAST_Roscoe_2014,RL40A_YEAST,Activity,0.02715078156639529,0.01,-0.2915999505634607,352,1028
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD,Activity,0.038969113092984786,0.9,-0.10028105624217071,106,245
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,Expression,-0.02979981745374438,0.38661813361086383,0.00810930419740645,3627,6176
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,Activity,-0.04464143675001658,0.1738644335208322,0.01927171777395019,2673,7421
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Stability,0.01161271951604792,0.01,-0.11794658978454775,219,615
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SPG1_STRSG_Olson_2014,SPG1_STRSG,Binding,0.01722439527932065,0.01,-0.25911879309869273,131,914
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,Binding,0.0008766625257942921,0.01,-0.03495501858144068,1674,2128
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,Expression,-0.0004047112740052012,0.01,-0.02136613797342535,1671,2127
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SRC_HUMAN_Ahler_2019,SRC_HUMAN,Activity,-0.019128549017138896,0.9,-0.021146046859955747,1125,2247
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,OrganismalFitness,-0.012689795646015634,0.0884596893621974,-0.0008081524445843202,650,1050
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,OrganismalFitness,-0.10039730964513716,0.9,0.040542887977722146,567,1930
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TAT_HV1BR_Fernandes_2016,TAT_HV1BR,OrganismalFitness,-0.47115085990148364,0.9,-0.001981952674109066,500,1077
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Stability,-0.011466244059623043,0.4297685821230813,-0.017517260617081087,164,457
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,Stability,0.00133471439809652,0.01,-0.018618429725945462,252,404
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TPK1_HUMAN_Weile_2017,TPK1_HUMAN,OrganismalFitness,0.0033895490940103815,0.01,-0.02281945931233298,1927,1254
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,Expression,0.009208744339820552,0.01,-0.022192725064422603,708,2940
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,OrganismalFitness,-0.08981620963512155,0.01,0.07950763926858634,436,126
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TRPC_SACS2_Chan_2017,TRPC_SACS2,OrganismalFitness,-0.077072740983995,0.01,0.011765238157587232,917,602
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,TRPC_THEMA_Chan_2017,TRPC_THEMA,OrganismalFitness,-0.14573189870916956,0.031858661732652165,0.039913551258417,1091,428
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,Stability,-0.1472018216193413,0.05876810202340907,0.04859505273687503,542,576
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,Activity,-0.2077279799946657,0.08794249057753498,0.07940552159682934,145,754
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,Stability,0.027374460990877484,0.01,-0.12848420647932268,548,654
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Activity,-0.049628614637462265,0.1286231341460912,0.012645150023866777,254,443
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,Stability,0.20284940961657905,0.9,-0.3109204647839032,321,726
esm2_650m_vs_esm1v_ensemble,ESM-2 650M − ESM-1v ensemble,YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,Stability,0.07533308888528323,0.9,-0.1872937952917989,179,535
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,OrganismalFitness,-0.49128521163653527,0.9,0.02193301904812739,6982,5595
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,OrganismalFitness,0.08564850099270724,0.01,-0.16319784405885013,2189,2815
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,A4_HUMAN_Seuma_2022,A4_HUMAN,Stability,0.019287437650892643,0.01,-0.11881560959656956,223,573
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Activity,-0.13309849948610286,0.9,0.017749016163356002,174,35
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,OrganismalFitness,0.1653991256539168,0.9,-0.3076432289886678,474,1363
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,BRCA2_HUMAN_Erwood_2022_HEK293T,BRCA2_HUMAN,OrganismalFitness,0.17509726533836878,0.9,-0.3817296252090821,23,242
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,OrganismalFitness,-0.6006457148075163,0.9,0.05042250685691381,217,315
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,OrganismalFitness,0.016740408980228178,0.01,-0.3620884842256434,2062,312
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,OrganismalFitness,0.039031970533761125,0.01,-0.2089551161313124,1275,1120
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,CCDB_ECOLI_Tripathi_2016,CCDB_ECOLI,OrganismalFitness,0.00013545639196976822,0.9,-0.056139809207170654,325,1338
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,Binding,-0.02080469969456772,0.9,-0.04582003429276947,2992,769
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Stability,-0.06145425707697605,0.9,0.01809139244438819,597,756
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,Activity,-0.6521202849536646,0.9,0.05862086749958761,266,903
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,DLG4_RAT_McLaughlin_2012,DLG4_RAT,Binding,0.06919730079961284,0.9,-0.13461280290290895,354,1222
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,DYR_ECOLI_Nguyen_2023,DYR_ECOLI,OrganismalFitness,0.03938884728377001,0.9,-0.15149454784022254,611,2305
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,DYR_ECOLI_Thompson_2019,DYR_ECOLI,OrganismalFitness,-0.002466283757407428,0.9,-0.02606574974082357,721,1642
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,Activity,0.04144359023660382,0.01,-0.14683040855601798,402,719
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,OrganismalFitness,-0.7195609063495901,0.9,0.11415610033910366,266,109
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,F7YBW8_MESOW_Ding_2023,F7YBW8_MESOW,OrganismalFitness,0.022337969539954886,0.01,-0.2019030848545697,2,78
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,OrganismalFitness,0.00666087362163301,0.01,-0.0462465455916361,364,831
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,Activity,-0.43997389702923784,0.9,0.013884667998757289,91,993
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,OrganismalFitness,0.08928429125290886,0.01,-0.2077484804967536,336,698
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,Stability,0.1080381919512986,0.9,-0.19583351134220495,625,619
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,OrganismalFitness,-0.1271747140758661,0.9,-0.12251365122733099,6,162
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,HSP82_YEAST_Flynn_2019,HSP82_YEAST,OrganismalFitness,-0.11537821575422491,0.9,0.008427540009824312,3268,10026
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,HSP82_YEAST_Mishra_2016,HSP82_YEAST,OrganismalFitness,-0.0760534597989897,0.05826634785131636,0.0353306437555157,735,3588
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,Expression,0.00031954573648882746,0.01,-0.01076163417187953,2629,5767
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,IF1_ECOLI_Kelsic_2016,IF1_ECOLI,OrganismalFitness,-0.05029591724916091,0.019577139924768405,-0.008188251990014606,414,953
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,Stability,-0.17121474015864213,0.4800470242494455,0.0381818035281348,322,1007
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,Expression,0.026075955745708625,0.01,-0.10915971663947316,529,1810
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,OrganismalFitness,-0.0017237317705620647,0.9,-0.04632163458829111,1770,3190
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,Stability,0.013233397196188683,0.01,-0.4894036075316711,288,474
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,MET_HUMAN_Estevam_2023,MET_HUMAN,Activity,0.007887816278986381,0.9,-0.03310796196043375,2108,3285
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,MSH2_HUMAN_Jia_2020,MSH2_HUMAN,OrganismalFitness,-0.1463566293795217,0.1936484229485801,0.03528932569991622,2346,14403
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,OrganismalFitness,-0.06344156249668886,0.9,-0.01542345175222927,452,1325
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,Stability,0.022507345673230227,0.01,-0.09242089785697294,434,513
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,Stability,-0.054211192209870376,0.01,-0.05602577696290967,494,655
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,Activity,-0.05382721173747135,0.01,0.00863026383681631,396,241
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,NPC1_HUMAN_Erwood_2022_RPE1,NPC1_HUMAN,Activity,-0.18235854068684046,0.01,0.026755037489537226,30,33
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,Expression,-0.0057692079410343045,0.9,-0.004195706082025574,940,1904
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,Stability,0.001187994761835641,0.01,-0.0670516563363987,593,426
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Stability,0.034049937860879,0.01,-0.07660471109429684,477,736
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Stability,0.03248091271447111,0.01,-0.4329502450908974,200,435
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,Activity,0.002704794883120882,0.01,-0.08571428891889338,281,6115
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,Expression,-0.01591200502532593,0.09814378239319392,-0.01773215067327305,1329,5440
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,OrganismalFitness,0.047630801132837575,0.9,-0.1806634456756583,1866,5601
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,OrganismalFitness,0.0434071506132383,0.9,-0.1106109335563471,1392,6075
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P53_HUMAN_Kotler_2018,P53_HUMAN,OrganismalFitness,0.16511889455033787,0.01,-0.3409738815489166,427,621
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P84126_THETH_Chan_2017,P84126_THETH,OrganismalFitness,-0.0967581578058915,0.01,0.010173136350232315,837,682
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PABP_YEAST_Melamed_2013,PABP_YEAST,OrganismalFitness,0.10733874367966713,0.01,-0.24161133799785967,279,908
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Stability,0.01232985705018214,0.01,-0.1738567783065526,343,958
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,POLG_HCVJF_Qi_2014,POLG_HCVJF,OrganismalFitness,-0.5416344644142747,0.9,0.02978983886882733,912,718
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Stability,-0.06637843093880254,0.6767440505990621,-0.002530495585082605,254,741
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Activity,0.04331313285863447,0.9,-0.1015499269660029,2059,7517
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Expression,-0.09528784473166085,0.9,-0.009720422861873926,3328,5428
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Stability,0.026659605414077636,0.01,-0.16734140233703004,299,920
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,Activity,-0.07807967932352006,0.10891184856890045,0.026456414773380954,1881,5379
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,OrganismalFitness,-0.44718374798309435,0.9,0.017940502891111723,6709,6020
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,Q59976_STRSQ_Romero_2015,Q59976_STRSQ,Activity,-0.06126859157615183,0.6964269994864689,-0.014794565066565152,1024,1975
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Activity,-0.5759718157535788,0.9,0.07900049618631207,215,986
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,R1AB_SARS2_Flynn_2022,R1AB_SARS2,OrganismalFitness,-0.45388438105622336,0.9,-0.008143431483737681,1966,3759
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RASH_HUMAN_Bandaru_2017,RASH_HUMAN,Activity,0.01597766852646676,0.9,-0.04197977234207795,955,2179
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RDRP_I33A0_Li_2023,RDRP_I33A0,OrganismalFitness,-0.13180944738142797,0.9,0.009554879162032473,8785,3218
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,Stability,0.05063725429253545,0.01,-0.2464212295043835,235,886
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL40A_YEAST_Mavor_2016,RL40A_YEAST,OrganismalFitness,0.017959642557396724,0.01,-0.18547817590545773,393,860
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL40A_YEAST_Roscoe_2013,RL40A_YEAST,OrganismalFitness,0.0010016002858115464,0.01,-0.15324394789753654,437,758
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL40A_YEAST_Roscoe_2014,RL40A_YEAST,Activity,0.015668211157206027,0.01,-0.12990590940199098,352,1028
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD,Activity,0.1497204206271575,0.9,-0.2808403105133078,106,245
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,Expression,0.029897631339578436,0.01,-0.08339883396705783,3627,6176
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,Activity,0.04474227669970322,0.01,-0.1093774758908107,2673,7421
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Stability,0.0031338547950165996,0.01,-0.033825419177257066,219,615
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SPG1_STRSG_Olson_2014,SPG1_STRSG,Binding,0.0027469657527286404,0.01,-0.28514734962932003,131,914
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,Binding,-0.45561331554520035,0.9,0.010688234397632217,1674,2128
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,Expression,-0.552083572996689,0.9,0.021597346534893837,1671,2127
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SRC_HUMAN_Ahler_2019,SRC_HUMAN,Activity,0.08650270878252442,0.9,-0.2087332982604925,1125,2247
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,OrganismalFitness,0.026471529585247365,0.01,-0.060784018799721395,650,1050
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,OrganismalFitness,0.03209426575761158,0.01,-0.12679032817561814,567,1930
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TAT_HV1BR_Fernandes_2016,TAT_HV1BR,OrganismalFitness,-0.349389548834962,0.9,-0.016464175898015666,500,1077
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Stability,0.08425435331382142,0.01,-0.31063438968722745,164,457
